Frase, Sentimento
"@lancenet aqui em Minas nenhum dos grandes portais (itatiaia, superesportes, Estado de Minas) noticia isso. Até os setoristas desconhecem",'neutro'
@Laurinahloves5h @WorlDms91 aja si y por eso le diste mg a su estado para que te mande preguntas al chat ��� basta no puedo,'neutro'
@Leisparaquem @portalfab sinto muito. existem outras prioridades.  o governador de Minas precisa transportar seus pimpolhos,'raiva'
@leonardogoncal7 qual sua principal meta pra 2017? Que Deus te abençoe cada dia mais ❤ (volta pra Governador Valadares/MG hahah),'neutro'
@LocatelVzla_ATC buenos días me pueden informar si hay stalevo de 100 mg en Locatel la limpia Estado Zulia?,'neutro'
@Lucas_htt anuncia no estado de minas o bcta kkkkkkk,'neutro'
@Lucianaleiva99 mira no me quiero ni imaginar ese estado. Así mg,'neutro'
@lucosttab eu fico meio pistola porque minas é o estado que mais produz café porém o melhor vai pro exterior e aqui do msm custa absurdos,'neutro'
@LuliiPrimo MG tengo que ser sirvienta tuya hasta 2018 por mi estado,'neutro'
@MacarenaTablada amm que le pones mg a mo estado. El finde hagamos algo asi te despedimos . Dspea te vamos a extrañarrr,'neutro'
@macsanto777 @Acircamargo @KatiaAbreu Minas já sabe bem o que é ter um governador aspirador de pó... ���,'raiva'
"@madeleinelacsko Em MG e SP,o Estado tem razoável controle sobre o sistema prisional,c órgãos d adimnistração penitenciária bem estruturados",'alegria'
@Madonegatti MG melhor estado,'alegria'
@Mandah05 vc viu o Governador de Minas que foi buscar o filho de helicóptero do governo ? Isso é República!,'raiva'
"@mangelrogel a mi mg tu vídeo qsyo yo no lo relacione con tu estado de ánimo, lo vi medio realista, eso le da el toke de queda ahr",'neutro'
@ManoloMontalt Paco Roig en estado puro Manolo... Jajaja!!! Me rio por no llorar :(,'neutro'
@marcelorubens É https://t.co/6lRueqop6N,'neutro'
"@MarcoPaolo He estado en conciertos dnd las minas son una + empujando y pegando pero no, dale con el prejuicio que… https://t.co/scssXuac0t",'neutro'
"@MarcosV60958142 Só lembrando que este crápula,mesmo com todo o apoio da mídia e dessas eleições controladas,NÃO VENCEU EM MG (estado dele)",'neutro'
@McOmghall @OcenMind Segura q no es el estado quien les cede la explotación d las minas a cambio d parte de la producción?,'neutro'
"@mcveylands donde viste esa mierda, bryana es la más agradable de las minas que han estado con 5sos",'neutro'
"@meditotal buenos días. Tienen stalevo de 100 mg? Vivo en el Estado Nueva Esparta, con urgencia",'neutro'
"@mgfernetmgbirra 10 horas antes borraste mi estado, sacaste nuestra foto de todos lados,y le diste mg a una zorra �",'neutro'
@MichelTemer Esses sim precisam de indenizaçao do governo. @GloboNews https://t.co/BZtYad6JTe,'neutro'
@MichelTemer https://t.co/6gfWgoWZfn Não tem que perdoar a divida se tem tanto dinheiro para helicoptero,'raiva'
@MidiaNINJA Apoia o governo corrupto do Fernando Pimentel em MG? Apóia que use helicóptero para buscar filho em balada?,'raiva'
@MidiaNINJA Apoia que Pimentel ignore a falência do estado de MG e compre mais helicópteros pra passear! #ForaPimentelMG,'raiva'
@MidiaNINJA E o governador de MG? Comprar helicópteros pode né? Basta ser petista! ��,'raiva'
"@MiriamLeitaoCom @JornalOGlobo Não sabem nada .Nem se há crise mesmo nos Estados.Pelo jeito ,não. Em MG o governo esbanja.",'raiva'
"@mrc_mg Non basta cambiare canale, bisogna cambiare ennesimo Governo abusivo e soprattutto politici arroganti",'neutro'
@MrSincero_ @klyfor @MBLivre @MBLivreBH Minas foi governada de 2003 a 2014 pelo PSDB e você quer fazer acreditar que Pimentel faliu o estado,'alegria'
@mtv_anab esse sotaque de minas seu ❤❤❤ melhor estado não é msm? Amo! https://t.co/4jwaOrTNMp,'neutro'
"@Multi_Anime no puedo decidirme, por eso di MG y RT. Mi infancia sin alguno de los dos hubiera estado incompleta.",'neutro'
"@mvbill Salve,em MG ta do mesmo estado",'neutro'
"@NataliaAssis0 Se você mora em Água Doce do Norte-ES, as capela mais próximas ficam em Governador Valadares-MG e Nova Venécia-ES.",'neutro'
@NiBarga  participou junto com a anta ( Dilmês ) de terrorismo no Brasil. hoje infelizmente o povo de Minas o elegeu Governador,'raiva'
"@NiBarga Agora aguentem, mas não podemos esquecer que ele declarou estado de emergência em Minas, e vejam a hipocrisia desse safado",'raiva'
"@NiBarga Aproximadamente R$ 1,5 bilhão para o pagamento de resgates dos depósitos judiciais sumiram das contas do g… https://t.co/Uzw2mQup3p",'raiva'
"@NiBarga crise que Minas Gerais enfrenta, e antes declarou estado de emergência em Minas Gerais, o cara é pilantra e comunista terrorista,",'raiva'
"@NiBarga que o RJ , fiquem espertos . Esse safado, já deveria estar fora do governo de Minas, mas graças ao covarde e safado do Teori do STF",'raiva'
"@o_antagonista presidente do Senado esnoba justiça, governador Minas passa mão em contas judiciais. A democracia dos heróis contra ditadura",'raiva'
@OAB_MG Segue o causador da nota https://t.co/4KoFl11vNW,'neutro'
"@oficialmchariel vou te dar uma dica, não vai mais pra BH fazer show, vai pra Governador Valadares MG que vai dar certo cola que é sucesso +",'neutro'
@omonstax Porq vc não pensou em fazer faculdade aqui em mg? Ou mais pertinho do meu estado.,'neutro'
@otempo vão cobrir isto? https://t.co/SNYMRfQ737,'neutro'
@patomatti @JacAlochio deve ser por isso que o governo de Minas comprou 2 helicópteros.,'raiva'
"@Paulimbh Pq minas tem produzido tanta merda na politica ultimamente?
Isso envergonha todo estado nao só o babaca que foi eleito.",'raiva'
@pauloralin professor mande um abraço pra turma de Governador Valadares! MG,'neutro'
@PietroCamargos estado em q ironicamente os pedágios eram mt mais caro q os de minas,'neutro'
@pimentelminas Vcs bebem o povo passando fome e vcs fazendo merda desta https://t.co/2jYlrluHAJ,'raiva'
"@pimentelminas:  ""Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros"" - https://t.co/r5JdewMsn7

 #AcordaMinas",'raiva'
"@prof_fabio666 Polícia indicia governador de MG, Fernando Pimentel do PT, por corrupção e mais três crimes https://t.co/aNrpDlhsDw",'raiva'
"@radioitatiaia olhar para os bairros, tem tudo pra ser o futuro governador de minas.",'neutro'
"@rafaelyancabj provavelmente é mano, muda de estado pra estado

tipo em mg skol é ruim e brahma é boa, aqui é o contrário disso",'neutro'
@Raiaum amigo quero muito estou completamente apaixonada pelo grande estado de MG,'neutro'
"@raphaelribaz pato branco - Minas Gerais???
Desculpa, eu sou tipo Priscila e Yudi, se eu ouvir nome de cidade tenho que falar o estado...",'neutro'
@Rede45  e vcs por terem escolhido uma múmia para concorrer ao governo de Minas na última eleição são co-responsáveis. #salarioem3x,'raiva'
"@ReisDdaniel qualquer 1 tem mais brasileiro q o alt mineiro. ate o bahia se trocasse de estado com o cruzeiro ,bahia seria o maior de minas",'neutro'
"@rocsrodrigo @lucianaccc Não é a realidade de todas, mas MG, DF, GO, dentre outros. São totalmente diferentes de um Estado p outro.",'neutro'
"@rod0liveira leio o estado de minas impresso quase todo dia. Domingo é certo

Ler jornal é gostoso demais",'neutro'
"@samuelvenancio as frangas piram com nossa marca ""MAIOR DE MINAS""! 
Chupa terceira torcida do estado. Todos sabem, fla é a segunda de minas�",'neutro'
"@sebuscasedona @FundacionBADAN se solicita HERCEPTIN DE 440 MG PARA PACIENTE MARIANA REINOZA, ESTADO MERIDA",'neutro'
"@sebuscasedona Buenos días, requiero paroxetina o fluoxetina de 20 mg o prozac, en Valencia, Estado Carabobo.  Agradecida de antemano.",'neutro'
@SenadoFederal fora em MG que tem o licenciamento que é ilegal e o poder federal não age contra esse abuso do governo estadual,'raiva'
@Seriacoswik @marcovanbastenr @blogvaimengao @_AFlamenguista @jaimetricolorSP estado RJ/SUL/MG. Parece quase um brasileirão né?,'neutro'
"@SeuRoberts @cesarmaia o governo de minas não relatou ao federal...
só dpois q deu merda...",'raiva'
"@Silviamorena78 @g1 Você quer que deixe nas mãos do Estado para morrer mais?
https://t.co/RBWqmSKsTB",'neutro'
"@spotniks @LeonardoGSaade Pergunta inocente:Afinal, quem ainda continua segurando esse pilantra no governo de mg?Palmares=stela+genuínoS/A?",'raiva'
@srsbianca governador valadares mg ���,'neutro'
"@STF_oficial ningém faz nada? Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/NRaTVPbCxm via @VEJA.com",'raiva'
@teresalopp como sabía que ibas a dar mg a ese tweet... sabes que he estado a punto de mencionarte en él? Simbiosis de primas everywhere��,'neutro'
"@ThadeuPenido @militanciadoPT Minas que estão legais: um governador que foi terrorista pronto pra ser preso, pena que o STF não deixa",'raiva'
"@ThassiaMAB_ @MarcJMor Ms afinal, quem ainda está segurando esse descendente de Palmares no governo de MG?Mesma turma d Stela,Genuíno?",'raiva'
"@thneves10 Bem vindo ao maior de Minas, aqui despontou Ronaldo Fenômeno e o clube com mais troféus do estado. https://t.co/vOZ9bfIHbr",'neutro'
"@thneves10 Seja bem vindo ao maior Clube de futebol do Estado de Minas Gerais. Sucesso !
���",'neutro'
@TIAGOTRICOLOR33 @rosangela_bolze @Maurocr @lobaoeletrico Vs que pensam o PT ta quietinho porque aprontando já chega o governador de Minas,'raiva'
@Trunfim o governador de MG é de esquerda ? Sério ?,'raiva'
@tvglobominas https://t.co/JuLVsKxmZZ ISSO É UM ABSURDO O DINHEIRO DEVE ESTAR SOBRANDO,'raiva'
@uailiv minas é o melhor estado,'neutro'
@Ueiler2 Risco de calote de Estados com a União cresce - Politica - Estado de Minas https://t.co/zdjOcATDo3,'neutro'
@UOLNoticias @UOL agora o foco de todos os focos é o governo de minas que não por acaso é do PT,'raiva'
"@Vicente_Q_Filho @OnlyKetanAmr @c0nvey Esses R$ 21,8 Milhões NÃO poderiam ser INVESTIDOS na saúde e educação do Estado de MG !!!???",'raiva'
"@vivianeguissoni Quem será q ainda ""segura"" esse elemento como governador de Minas?Onde ele já deveria estar?Pq ainda está solto?",'raiva'
@wendy_muiz @MeEntristece jajajajajajajajajajajajajaa me copie de un estado que mg pero nqv bebe�,'neutro'
@willmesmo Governador Valadares leste de Minas,'neutro'
"@xandalquadros @UOL Que absurdo, estado de MG quebrado.",'raiva'
[Corrupção] Benjamin Netanyahu se diz inocente após acusações de corrupção - Estado de Minas… https://t.co/wK7hXwv0Ch,'neutro'
[Corrupção] Mais de um milhão de pessoas punidas por corrupção na China ... - Estado de Minas… https://t.co/tIzXHb6pFv,'neutro'
"��❤️ @ Governador Valadares, Minas Gerais https://t.co/uRqDCHNBEA",'neutro'
"05/01-Dia da Fundação do município brasileiro de Grão Mogol
Estado de Minas Gerais.
Dia da Fundação do município... https://t.co/ZIA9kG471k",'neutro'
"06/01/1999 — O governador de Minas Gerais, Itamar Franco (PMDB), decretou a moratória de seu Estado: durante... https://t.co/OhYghP42VE",'neutro'
"07/01-Dia da Fundação do município brasileiro de Carangola
Estado de Minas Gerais.
Dia da Fundação do município... https://t.co/ihXlDIoCkV",'neutro'
08/01/1963 — É adaptada a bandeira do estado de Minas Gerais https://t.co/MyLKU1a7Yr,'neutro'
"1- Ontem eu encontrei um amigo que está no governo de Minas. 
- Pedro, o q vc acha da comunicação do governo e do governador
- Medíocre",'neutro'
"100% correto o Fernando. Esperem, entretanto, quando CF negar o mesmo arrego a MG a atualização da Narrativa ™: foi… https://t.co/3CsusoXRLq",'neutro'
102 Mg En Un Estado No Lo Puedo Creer ����,'neutro'
"14 mrortos em Minas Gerais. Com a alta incidência, a Secretaria de Estado de Saúde mantém alerta para moradores e... https://t.co/usjAI6buEU",'neutro'
"15h05-ATUALIZAÇÃO: CarroXCarro: BR 381, Bom Destino, Sta Luzia. Acidente envolveu 5 carros. 3 víts estado grave. 2 víts ferimentos leves...",'neutro'
2 Mg nomás tubo mi estado jaja,'neutro'
"2) Vc só percebe isso quando passa anos morando em um estado como MG, onde o povo é + discreto e não metido a besta.",'neutro'
4 jovens negros tortura deficiente mental por 'ser branco' e 'eleitor do Trump' - Internacional - Estado de Minas https://t.co/kdvEOtBuG0,'neutro'
4. Hailey tem uma tatuagem escrita “Minas Gerais” estado em que sua avó nasceu. https://t.co/Sx0mAzAqi6,'neutro'
50 indirectas por fb y y no ella le pone mg al estado del bobito  ese.,'neutro'
"59 - escolha um estado 

RJ 
SP 
MG 
RS",'neutro'
69- Una de las pocas minas que a estado para mi... Te quiero pichona❤,'neutro'
A @BiaArantes_real (cruzeirense!!!) e o @CaBertolazzi são destaque do caderno de TV do Estado de Minas deste doming… https://t.co/p1gb4mdUJH,'neutro'
"A @consjovemoabmg de Minas Gerais chamou de ""preocupante"" o fato de o estado ter esgotado os recursos relativos a depósitos judiciais.",'raiva'
"A Alemanha é menor do que o estado de Minas Gerais e, mesmo assim, é mais rica do que o Brasil inteiro.
PS:O que uma boa administração ñ faz",'neutro'
"A balada de Pimentel - governador de MG atrasa salários, mas abusa de mordomias  https://t.co/j4onTU26lV …",'raiva'
"A balada de Pimentel - governador de MG atrasa salários, mas abusa de mordomias https://t.co/eCuLoN4oft",'raiva'
"A balada de Pimentel - governador de MG atrasa salários, mas abusa de mordomias https://t.co/LmQgjhjgAu",'raiva'
"A balada de Pimentel - governador de MG atrasa salários, mas abusa de mordomias https://t.co/peh1a9vgsn",'raiva'
"A balada de Pimentel - governador de MG atrasa salários, mas abusa de mordomias https://t.co/PxtihRZy9d",'raiva'
A cidade de Pará de Minas é o melhor lugar do mundo. Tem as coisas que eu mais gosto nessa vida em seu nome. O estado de MG e o jogador Pará,'neutro'
A Codevasf e o Governo do Estado de Minas Gerais uniram novos esforços para a retomada do convênio que irá... https://t.co/AiwmRnrPUs,'alegria'
"A continuação da treta: o estado de MG foi ao STF contra o Banco, argumentando existência de manobra fiscal https://t.co/Ufxwk4iE78.",'raiva'
"A convite do Carlos Marcelo Carvalho, publiquei no Estado de Minas de 16 de dezembro um artigo (crônica?... https://t.co/QH9NAJJNo8",'neutro'
"A democracia do PT. 
Esconde-se os mal feitos. 
Daí, não há mais mal feitos. https://t.co/L0IsbYYnDl",'neutro'
"A FÓRMULA DO FRACASSO:
O governo PETISTA de FERNANDO PIMENTEL já está entre os PIORES da história do Estado de Mina… https://t.co/zgLYxQqyrD",'raiva'
A foto não seria a dos governadores ANASTAZIA e AÉCIO? https://t.co/fUwRaRqfts via @folha_com,'neutro'
A inconsequência de quem governa MInas Gerais hoje: https://t.co/uMc8fPon6D,'raiva'
A matéria que se segue foi publicada no jornal Estado de Minas no dia 16 de dezembro de 2017. É um perfil do... https://t.co/5xhWFGgXHO,'neutro'
A partir do mês que o governo de Minas de saber como está sendo assim  #TeamBTS,'neutro'
A pressão e marcação cerrada da Polícia Militar de MG contra o governo Pimentel (PT) merece uma investigação: https://t.co/ahGblMpXTm,'raiva'
A PRIMEIRA TURNÊ DO ANO COMEÇA NO ESTADO DE MINAS GERAIS... E VCS ESTÃO TODOS CONVIDADOS. https://t.co/m8PzfVIHmJ,'neutro'
A PRIMEIRA TURNÊ DO ANO COMEÇA NO ESTADO DE MINAS GERAIS... E VCS ESTÃO TODOS CONVIDADOS. https://t.co/uziGY3IaKG,'neutro'
"A punto he estado de soltar un mg al stalkear, tranquilidad chicos estoy bien, ya ha pasado",'neutro'
A QUESTÃO DO IPVA NO ESTADO DE SÃO PAULO ESTÁ SÉRIA. E EM MINAS ESTÁ TUDO BEM ? VEJAM QUE VÍDEO CURIOSO.... https://t.co/fjRCjAauPO,'alegria'
A Secretaria de Estado de Cultura de MG recebe sugestões sobre a Lei Estadual de Incentivo à Cultura. Saiba mais: https://t.co/jzAc3I4MUv,'alegria'
A Secretaria de Estado de Cultura de MG recebe sugestões sobre a Lei Estadual de Incentivo à Cultura. Saiba mais: https://t.co/rAHafQYyQO,'alegria'
A Secretaria de Estado de Saúde de Minas Gerais (SES-MG) fez o lançamento da Campanha de Enfrentamento ao Aedes... https://t.co/a1m46CBv1r,'alegria'
"A todos los que le dieron mg a mi estado sigan esperando nomas que les hable , porque nunca le hablo a nadie jaja ya tendrian que saber chhe",'neutro'
"a yris é burra pra caralho, não sabe nem do estado q ela mora, eu q sou do rj tive que estudar sobre mg",'neutro'
"Abimaq: mudanças do BNDES são boas, mas não têm força para retomar investimento - Economia - Estado de Minas https://t.co/BbQd3YlYGQ",'neutro'
"Abimaq: mudanças do BNDES são boas, mas não têm força para retomar investimento - Estado de Minas… https://t.co/xx5Rm7Cygl",'neutro'
"Absurdo. Um verdadeiro assalto aos cofres do Judiciário. Proximo alvo ja to vendo:os cofres da previdencia.
https://t.co/VTJdfwVhtf",'raiva'
"Acabo de leer que un estúpido puso que las minas quedan embarazadas por usar forros del estado, si te los da es para que no quedes +",'neutro'
"Aceita: rivalidade fora do estado é Flamengo x Atlético-MG. Até pode se dizer que com Corinthians.
Rivalidade com P… https://t.co/w9MtVuGU2C",'neutro'
"Acidente de trem deixa 100 feridos no Brooklyn, em NY - Estado de Minas https://t.co/kbOIwXBoIk",'neutro'
"Acidente mata uma mulher e fecha a BR-381, em Santa Luzia - Gerais - Estado de Minas https://t.co/yxvVWzQK9Q
#timBETA 
#BetaAjudaBeta",'neutro'
Ações na Justiça cobram devassa nos voos do governador de Minas Gerais - https://t.co/DacWymeMLi https://t.co/SKNCdBacUr,'raiva'
Ações na Justiça cobram devassa nos voos do governador de Minas Gerais - https://t.co/EwldsHKyp2 https://t.co/2Z8BHEuj5r,'raiva'
Ações na Justiça cobram devassa nos voos do governador de Minas Gerais https://t.co/cBrq7Q64ED,'raiva'
